	UW Yr	Class	IS_CRED	Terr	Commission	Prof Comm	BROKER_PRESENT	Signed %	ULR/ALR
106	8	B	0	Emerging Europe	0.3	0.33	0	0.24	0.20001999999999998
107	9	B	0	Emerging Europe	0.3	0.33	0	0.24	0.1
108	10	B	0	Emerging Europe	0.3	0.33	0	0.294	0.185
109	11	B	0	Emerging Europe	0.33	0.33	0	0.11	0.3
110	12	B	0	Emerging Europe	0.33	0.33	0	0.11	0.2
111	13	B	0	Emerging Europe	0.35	0.35	0	0.07	0.2
112	14	B	0	Emerging Europe	0.35	0.35	0	0.078	0.31
113	15	B	0	Emerging Europe	0.37	0.35	0	0.078	0.1
114	16	B	0	Emerging Europe	0.375	0.38	0	0.2	0.75
115	17	B	0	Emerging Europe	0.375	0.38	0	0.2	0.85
116	18	B	0	Emerging Europe	0.375	0.38	0	0.2	0.7
117	19	B	0	Emerging Europe	0.375	0.38	0	0.32	0.5
118	20	B	0	Emerging Europe	0.365	0.38	0	0.32	0.5
164	8	C	1	Emerging Europe	0.3	0.33	0	0.24	0.20001999999999998
171	8	B	0	Emerging Europe	0.32	0.0	1	0.51	0.15
172	9	B	0	Emerging Europe	0.32	0.0	1	0.51	0.15
175	12	B	0	Emerging Europe	0.32	0.0	1	0.51	0.13
176	13	B	0	Emerging Europe	0.32	0.0	1	0.51	0.01
177	14	B	0	Emerging Europe	0.32	0.0	1	0.51	0.01
178	15	B	0	Emerging Europe	0.32	0.0	1	0.51	0.01
179	16	B	0	Emerging Europe	0.32	0.0	1	0.51	0.01
180	17	B	0	Emerging Europe	0.32	0.0	1	0.3825	0.01
181	18	B	0	Emerging Europe	0.33	0.0	1	0.3825	0.2
182	19	B	0	Emerging Europe	0.33	0.0	1	0.3825	0.28
183	20	B	0	Emerging Europe	0.33	0.0	1	0.3825	0.3
202	8	C	1	Western Europe	0.35	0.0	0	0.225	0.5
203	9	C	1	Western Europe	0.36	0.0	0	0.225	0.73
204	10	C	1	Western Europe	0.36	0.0	0	0.225	0.94
205	11	C	1	Western Europe	0.37	0.0	0	0.225	0.79
206	12	C	1	Western Europe	0.375	0.0	0	0.21	0.75
207	13	C	1	Western Europe	0.38	0.0	0	0.225	0.5
208	14	C	1	Western Europe	0.35	0.0	0	0.21	0.5
209	15	C	1	Western Europe	0.36	0.0	0	0.21	0.509
210	16	B	0	Western Europe	0.36	0.0	0	0.21	0.53
211	17	B	0	Western Europe	0.36	0.0	0	0.24	0.5
212	18	B	0	Western Europe	0.36	0.0	0	0.24	0.5
213	19	B	0	Western Europe	0.36	0.0	0	0.24	0.5
214	20	B	0	Western Europe	0.36	0.0	0	0.225	0.5
229	8	B	0	Western Europe	0.365	0.0	1	0.056299999999999996	0.7
242	8	C	1	Western Europe	0.36	0.0	1	0.036000000000000004	0.6
252	8	C	1	Western Europe	0.4	0.0	0	0.027999999999999997	1.07
253	9	C	1	Western Europe	0.4	0.0	0	0.02	0.5
254	10	C	1	Western Europe	0.375	0.0	1	0.058499999999999996	0.54
255	11	C	1	Western Europe	0.075	0.0	1	0.0765	0.69
256	12	C	1	Western Europe	0.35	0.0	1	0.042	0.4
257	13	C	1	Western Europe	0.37	0.0	1	0.0825	0.45
258	14	C	1	Western Europe	0.37	0.0	1	0.09	0.47
259	15	C	1	Western Europe	0.39	0.0	1	0.075	0.5
260	16	B	0	Western Europe	0.415	0.0	1	0.075	0.509
261	17	B	0	Western Europe	0.42	0.0	1	0.061500000000000006	0.5
262	18	B	0	Western Europe	0.42	0.0	1	0.054000000000000006	0.43
263	19	B	0	Western Europe	0.42	0.0	1	0.06	0.65
264	20	B	0	Western Europe	0.42	0.0	1	0.06	0.48200000000000004
298	8	B	0	Western Europe	0.285	0.0	0	0.275	0.15
299	9	B	0	Western Europe	0.285	0.32	0	0.25	0.3
300	10	B	0	Western Europe	0.31	0.27	0	0.225	0.37
301	11	B	0	Western Europe	0.31	0.27	0	0.225	0.375
302	12	B	0	Western Europe	0.3	0.27	0	0.225	0.5
307	8	B	0	Asia	0.325	0.3	0	0.1	0.55
308	9	B	0	Asia	0.325	0.3	0	0.05	0.74
309	10	B	0	Asia	0.3	0.3	0	0.05	0.98
310	11	B	0	Asia	0.3	0.3	0	0.05	0.25
311	12	B	0	Asia	0.3	0.2	0	0.05	0.4
312	13	B	0	Asia	0.3	0.3	0	0.03	0.4
317	8	C	1	Asia	0.3	0.275	0	0.15	0.055
318	9	C	1	Asia	0.3	0.275	0	0.15	0.05
319	10	C	1	Asia	0.27	0.2	0	0.15	0.04
320	11	C	1	Asia	0.3	0.2	0	0.1	0.35
321	12	C	1	Asia	0.3	0.2	0	0.1	0.05
322	13	C	1	Asia	0.3	0.2	0	0.05	0.1
323	14	C	1	Asia	0.3	0.2	0	0.09	1.13
343	7	C	1	Africa	0.225	0.0	0	0.4167	0.02
345	8	C	1	Western Europe	0.3	0.0	0	0.3	0.5
348	8	C	1	Pacific Region	0.2	0.0	0	0.5	0.15
349	9	C	1	Pacific Region	0.2	0.0	0	0.5	0.15
350	8	C	1	Western Europe	0.3	0.0	0	0.2	0.1
351	9	C	1	Western Europe	0.3	0.0	0	0.2	0.1
352	10	C	1	Western Europe	0.3	0.0	0	0.2	0.405
354	9	C	1	Asia	0.15	0.0	0	0.4889	0.85
355	10	C	1	Asia	0.15	0.0	0	0.3	0.85
356	11	C	1	Asia	0.225	0.0	0	0.3	0.35
357	12	C	1	Asia	0.225	0.0	0	0.3	0.42
358	13	C	1	Asia	0.15	0.0	0	0.31	3.04
359	14	C	1	Asia	0.15	0.0	0	0.345	1.0
360	15	C	1	Asia	0.225	0.0	0	0.345	0.040999999999999995
361	16	C	1	Asia	0.225	0.0	0	0.345	0.046
362	17	C	1	Asia	0.225	0.0	0	0.345	0.013000000000000001
363	18	C	1	Asia	0.15	0.0	0	0.2409	6.94
364	19	C	1	Asia	0.225	0.0	0	0.2409	0.024
365	20	C	1	Asia	0.225	0.0	0	0.2559	0.55
366	9	C	1	Pacific Region	0.3	0.0	0	0.2	0.01
367	10	C	1	Pacific Region	0.3	0.0	0	0.2	0.16
368	11	C	1	Pacific Region	0.3	0.0	0	0.2	1.29
369	10	C	1	Middle East & North Africa	0.225	0.0	0	0.35	0.56
370	11	C	1	Middle East & North Africa	0.225	0.0	0	0.35	0.52
377	16	C	1	Africa	0.3	0.0	0	0.36	0.01
378	17	C	1	Africa	0.3	0.0	0	0.36	0.01
379	18	C	1	Africa	0.3	0.0	0	0.36	0.01
380	19	C	1	Africa	0.3	0.0	0	0.36	0.3
381	11	C	1	Western Europe	0.25	0.0	0	0.25	0.245
384	14	C	1	Western Europe	0.325	0.1	0	0.15	0.01
385	15	C	1	Western Europe	0.325	0.1	0	0.15	0.01
386	16	C	1	Western Europe	0.35	0.1	1	0.15	0.01
387	17	C	1	Western Europe	0.35	0.1	1	0.15	0.2
388	18	C	1	Western Europe	0.35	0.1	1	0.15	0.0932
389	19	C	1	Western Europe	0.4	0.1	1	0.15	0.2562
390	20	C	1	Western Europe	0.4	0.1	1	0.15	0.205
394	14	C	1	Western Europe	0.25	0.0	0	0.15	1.87
398	17	C	1	Pacific Region	0.35	0.0	1	0.15	0.02
399	18	C	1	Pacific Region	0.35	0.0	1	0.15	0.03
400	19	C	1	Pacific Region	0.42	0.1	1	0.15	0.2
401	20	C	1	Pacific Region	0.42	0.1	1	0.15	0.2
403	15	C	1	Pacific Region	0.305	0.0	0	0.15	0.01
404	16	C	1	Pacific Region	0.305	0.0	1	0.15	0.01
405	17	C	1	Pacific Region	0.305	0.0	1	0.15	0.12
406	18	C	1	Pacific Region	0.27	0.0	1	0.15	1.8
407	19	C	1	Pacific Region	0.345	0.0	1	0.15	0.415
408	20	C	1	Pacific Region	0.345	0.0	1	0.15	0.415
409	16	C	1	Emerging Europe	0.25	0.1	1	0.15	0.264
410	17	C	1	Emerging Europe	0.3215	0.1	1	0.15	0.01
411	18	C	1	Emerging Europe	0.3215	0.1	1	0.15	0.01
412	19	C	1	Emerging Europe	0.325	0.1	1	0.15	0.2
413	20	C	1	Emerging Europe	0.325	0.1	1	0.15	0.2
415	17	C	1	Africa	0.3	0.0	0	0.36	0.01
416	18	C	1	Africa	0.3	0.0	0	0.36	0.01
417	19	C	1	Africa	0.3	0.0	0	0.36	0.2
418	20	C	1	Africa	0.3	0.0	0	0.36	0.2
426	7	C	1	Africa	0.225	0.0	0	0.4167	0.5
427	8	C	1	Africa	0.225	0.0	0	0.4167	0.2
428	9	C	1	Africa	0.225	0.0	0	0.4167	0.07
429	10	C	1	Africa	0.225	0.0	0	0.46880000000000005	0.185
430	11	C	1	Africa	0.225	0.0	0	0.46880000000000005	0.055
431	12	C	1	Africa	0.2	0.0	0	0.46880000000000005	0.63
432	13	C	1	Africa	0.15	0.0	0	0.4375	1.25
433	14	C	1	Africa	0.15	0.0	0	0.4375	0.88
434	15	C	1	Africa	0.225	0.0	0	0.2834	0.55
435	17	C	1	Africa	0.225	0.0	0	0.2834	0.01
436	18	C	1	Africa	0.15	0.0	0	0.2834	1.45
437	19	C	1	Africa	0.15	0.0	0	0.2834	1.5
444	7	C	1	Latin America	0.225	0.0	0	0.3	0.2
445	8	C	1	Latin America	0.15	0.0	0	0.3	15.25
451	8	C	1	Emerging Europe	0.225	0.0	0	0.3	0.1
452	9	C	1	Emerging Europe	0.15	0.0	0	0.3	1.55
454	11	C	1	Emerging Europe	0.225	0.0	0	0.25	0.08
457	14	C	1	Emerging Europe	0.225	0.1	0	0.15	0.8088
458	15	C	1	Emerging Europe	0.25	0.1	0	0.15	0.3
459	16	C	1	Emerging Europe	0.275	0.1	1	0.15	0.35
460	17	C	1	Emerging Europe	0.275	0.1	1	0.15	0.01
461	18	C	1	Emerging Europe	0.275	0.1	1	0.15	0.01
462	19	C	1	Emerging Europe	0.325	0.1	1	0.15	0.2
463	20	C	1	Emerging Europe	0.325	0.1	1	0.15	0.425
470	7	C	1	Latin America	0.15	0.0	0	0.3	0.65
471	8	C	1	Latin America	0.225	0.0	0	0.3	0.5
472	9	C	1	Latin America	0.15	0.0	0	0.3	1.23
481	11	C	1	Emerging Europe	0.225	0.0	0	0.25	0.075
484	14	C	1	Emerging Europe	0.25	0.1	0	0.15	0.01
485	15	C	1	Emerging Europe	0.25	0.1	0	0.15	0.13
486	16	C	1	Emerging Europe	0.275	0.1	1	0.15	0.22
487	17	C	1	Emerging Europe	0.275	0.1	1	0.15	0.01
488	18	C	1	Emerging Europe	0.275	0.1	1	0.15	0.01
489	19	C	1	Emerging Europe	0.325	0.1	1	0.15	0.25
490	20	C	1	Emerging Europe	0.325	0.1	1	0.15	0.35
493	7	C	1	Pacific Region	0.2	0.0	0	0.275	0.15
494	8	C	1	Pacific Region	0.2	0.0	0	0.35	0.15
499	8	C	1	Western Europe	0.3	0.0	0	0.25	0.68
500	9	C	1	Western Europe	0.3	0.0	0	0.25	0.65
501	10	C	1	Western Europe	0.3	0.0	0	0.25	0.02
502	11	C	1	Western Europe	0.3325	0.0	0	0.25	0.02
503	12	C	1	Western Europe	0.3325	0.0	0	0.25	0.01
504	13	C	1	Western Europe	0.3325	0.0	0	0.15	0.01
505	14	C	1	Western Europe	0.3325	0.1	0	0.15	0.01
506	15	C	1	Western Europe	0.3325	0.1	0	0.15	0.01
507	16	C	1	Western Europe	0.35	0.1	1	0.15	0.01
508	17	C	1	Western Europe	0.35	0.1	1	0.15	0.23
509	18	C	1	Western Europe	0.35	0.1	1	0.15	0.205
510	19	C	1	Western Europe	0.4	0.1	1	0.15	0.58
511	20	C	1	Western Europe	0.4	0.1	1	0.15	0.205
520	11	C	1	Western Europe	0.3	0.0	0	0.3	0.005
524	4	C	1	Latin America	0.0	0.0	0	0.3	0.11
528	8	C	1	Latin America	0.15	0.0	0	0.3	0.7
529	9	C	1	Latin America	0.225	0.0	0	0.3	0.6
530	10	C	1	Latin America	0.225	0.0	0	0.3375	0.09
535	8	C	1	Western Europe	0.3	0.0	0	0.3	0.05
536	9	C	1	Western Europe	0.3	0.0	0	0.3	1.2
537	10	C	1	Western Europe	0.3	0.0	0	0.3	0.046
538	11	C	1	Western Europe	0.3	0.0	0	0.3	0.19
540	9	B	0	North America	0.45	0.1	0	0.02	0.1
541	10	B	0	North America	0.45	0.1	0	0.02	0.1
542	11	B	0	North America	0.45	0.1	0	0.02	0.1
543	12	B	0	North America	0.45	0.1	0	0.02	0.25
544	13	B	0	North America	0.45	0.2	0	0.02	0.05
545	14	B	0	North America	0.45	0.2	0	0.02	0.8684999999999999
546	15	B	0	North America	0.45	0.3	0	0.02	0.252
547	16	B	0	North America	0.45	0.45	0	0.032	0.2
548	17	B	0	North America	0.45	0.45	0	0.032	0.2
549	18	B	0	North America	0.45	0.45	0	0.032	0.2
583	8	C	1	Emerging Europe	0.25	0.0	1	0.7	0.3
596	7	B	0	Latin America	0.37	0.4	1	0.168	0.04
597	8	B	0	Latin America	0.4	0.4	1	0.168	0.1
598	9	B	0	Latin America	0.4	0.4	0	0.174	0.1
599	10	B	0	Latin America	0.4	0.4	0	0.174	0.25
600	11	B	0	Latin America	0.4	0.4	0	0.174	0.25
601	12	B	0	Latin America	0.44	0.4	0	0.174	0.25
602	13	B	0	Latin America	0.44	0.4	0	0.3477	0.25
693	8	C	1	Latin America	0.425	0.3	1	0.06	0.1
750	8	C	1	Western Europe	0.37	0.0	0	0.01	0.3
751	9	C	1	Western Europe	0.375	0.0	0	0.0125	0.3
752	10	C	1	Western Europe	0.375	0.0	1	0.01625	0.3
821	8	B	0	Emerging Europe	0.35	0.25	1	0.14	0.4
844	9	C	1	Latin America	0.35	0.2	0	0.15	0.35
845	10	C	1	Latin America	0.4	0.2	0	0.245	0.2
846	11	C	1	Latin America	0.4	0.2	0	0.21600000000000003	0.5
847	11	C	1	Latin America	0.4	0.02	1	0.27	0.6
848	12	C	1	Latin America	0.4	0.2	1	0.3	0.45
849	13	C	1	Latin America	0.4	0.2	1	0.2995	1.43
850	14	C	1	Latin America	0.4	0.2	1	0.2995	0.7094
851	15	C	1	Latin America	0.4	0.2	1	0.29	0.3848
852	16	C	1	Latin America	0.42	0.2	1	0.27	0.7
853	17	C	1	Latin America	0.42	0.2	1	0.1	0.7452
854	11	C	1	Latin America	0.35	0.2	1	0.03	0.5
855	12	C	1	Latin America	0.4	0.2	1	0.03	0.45
856	13	C	1	Latin America	0.4	0.2	1	0.02	1.43
857	17	C	1	Latin America	0.42	0.2	1	0.015	0.7453
858	11	C	1	Latin America	0.35	0.2	1	0.04	0.5
859	12	C	1	Latin America	0.4	0.2	1	0.04	0.45
860	13	C	1	Latin America	0.4	0.2	1	0.04	1.43
861	14	C	1	Latin America	0.4	0.2	1	0.02	0.7
862	14	C	1	Latin America	0.4	0.2	1	0.05	0.7
863	15	C	1	Latin America	0.4	0.2	1	0.05	0.3787
865	17	C	1	Latin America	0.42	0.2	1	0.015	0.7587999999999999
955	9	C	1	Latin America	0.35	0.2	0	0.15	0.35
957	11	C	1	Latin America	0.35	0.2	0	0.21600000000000003	0.55
958	12	C	1	Latin America	0.35	0.2	0	0.18	0.35
959	13	C	1	Latin America	0.35	0.2	0	0.16879999999999998	0.4
960	14	C	1	Latin America	0.35	0.2	0	0.16879999999999998	0.45
961	15	C	1	Latin America	0.35	0.2	0	0.16879999999999998	1.7008
962	16	C	1	Latin America	0.35	0.2	0	0.15	0.948
963	17	C	1	Latin America	0.35	0.2	1	0.075	0.6522
1012	8	C	1	Latin America	0.31	0.2	1	0.2	1.1
1013	9	C	1	Latin America	0.29	0.2	1	0.15	0.36
1014	10	C	1	Latin America	0.29469999999999996	0.2	1	0.225	0.6
1015	11	C	1	Latin America	0.2978	0.2	1	0.22690000000000002	1.2
1016	12	C	1	Latin America	0.29	0.2	1	0.1856	1.0
1017	13	C	1	Latin America	0.29	0.2	1	0.17329999999999998	0.95
1018	14	C	1	Latin America	0.28	0.2	1	0.17329999999999998	1.0621
1019	15	C	1	Latin America	0.27	0.0	1	0.17329999999999998	0.7491
1027	20	C	1	Latin America	0.22	0.0	1	0.025	0.6
1118	8	B	0	Latin America	0.425	0.4	0	0.02	0.45
1119	9	B	0	Latin America	0.415	0.4	0	0.02	0.75
1120	10	B	0	Latin America	0.415	0.4	0	0.02	0.35
1121	11	B	0	Latin America	0.415	0.4	0	0.02	0.35
1122	12	B	0	Latin America	0.415	0.4	0	0.02	0.25
1123	13	B	0	Latin America	0.415	0.4	0	0.02	0.45
1169	19	B	0	Western Europe	0.23	0.0	1	0.27	0.5
1177	8	C	1	Western Europe	0.35	0.325	0	0.595	0.1
1178	9	C	1	Western Europe	0.35	0.0	0	0.595	0.1
1188	8	C	1	Middle East & North Africa	0.4	0.0	0	0.35	0.3
1189	9	C	1	Middle East & North Africa	0.4	0.0	0	0.35	0.1
1190	10	C	1	Middle East & North Africa	0.35	0.0	0	0.35	0.15
1191	11	C	1	Middle East & North Africa	0.35	0.0	0	0.17550000000000002	0.1
1192	12	C	1	Middle East & North Africa	0.23	0.0	0	0.17550000000000002	3.05
1193	13	C	1	Middle East & North Africa	0.36	0.0	0	0.17550000000000002	0.25
1194	14	C	1	Middle East & North Africa	0.4	0.0	0	0.17550000000000002	0.035
1195	15	C	1	Middle East & North Africa	0.4	0.0	0	0.17550000000000002	0.01
1196	16	C	1	Middle East & North Africa	0.4	0.0	0	0.17550000000000002	0.05
1197	17	C	1	Middle East & North Africa	0.4	0.0	0	0.17550000000000002	0.3
1198	18	C	1	Middle East & North Africa	0.35	0.0	0	0.17550000000000002	0.3
1199	19	C	1	Middle East & North Africa	0.34	0.0	0	0.17550000000000002	0.5339
1200	20	C	1	Middle East & North Africa	0.4	0.0	0	0.17550000000000002	0.25
1222	8	C	1	Latin America	0.35	0.25	0	0.1	0.6406000000000001
1223	9	C	1	Latin America	0.35	0.25	0	0.1	0.35
1224	10	C	1	Latin America	0.35	0.25	0	0.15	0.1
1225	11	C	1	Latin America	0.35	0.25	0	0.15	0.5
1226	12	C	1	Latin America	0.35	0.25	0	0.15	0.4
1227	13	C	1	Latin America	0.35	0.25	0	0.15	0.55
1228	14	C	1	Latin America	0.35	0.25	0	0.15	0.5731
1229	15	C	1	Latin America	0.35	0.25	0	0.15	0.25
1230	16	B	0	Latin America	0.35	0.25	0	0.15	0.5
1231	17	B	0	Latin America	0.35	0.25	0	0.15	0.5
1232	18	B	0	Latin America	0.35	0.25	0	0.15	0.5
1233	19	B	0	Latin America	0.35	0.25	0	0.15	0.5
1234	20	B	0	Latin America	0.35	0.25	0	0.15	0.3
1255	8	C	1	Latin America	0.375	0.25	1	0.24	1.68
1256	9	C	1	Latin America	0.375	0.25	1	0.24	1.05
1257	10	C	1	Latin America	0.325	0.35	1	0.24	0.1
1265	8	C	1	Middle East & North Africa	0.175	0.0	0	0.25	0.39
1266	9	C	1	Middle East & North Africa	0.325	0.0	0	0.25	0.11
1267	10	C	1	Middle East & North Africa	0.325	0.0	0	0.25	0.05
1268	11	C	1	Middle East & North Africa	0.325	0.0	0	0.2	0.3
1269	12	C	1	Middle East & North Africa	0.325	0.0	0	0.2	0.23
1270	13	C	1	Middle East & North Africa	0.325	0.0	0	0.2	0.1
1271	14	C	1	Middle East & North Africa	0.325	0.0	0	0.2	0.1
1272	15	C	1	Middle East & North Africa	0.325	0.0	0	0.2	0.1
1273	16	C	1	Middle East & North Africa	0.25	0.0	0	0.2	0.966
1274	17	C	1	Middle East & North Africa	0.3375	0.0	0	0.2	0.4
1275	18	C	1	Middle East & North Africa	0.3375	0.0	0	0.2	0.4
1276	19	C	1	Middle East & North Africa	0.25	0.0	0	0.2	0.5794
1277	20	C	1	Middle East & North Africa	0.15	0.0	0	0.4	0.7946
1298	8	B	0	Middle East & North Africa	0.34	0.25	0	0.075	0.1
1299	9	B	0	Middle East & North Africa	0.32	0.25	0	0.075	0.3
1300	10	B	0	Middle East & North Africa	0.32	0.25	0	0.075	0.2
1301	11	B	0	Middle East & North Africa	0.32	0.25	0	0.05	0.4
1302	12	B	0	Middle East & North Africa	0.33	0.25	0	0.05	0.4
1315	8	C	1	Middle East & North Africa	0.35	0.325	0	0.2285	1.34
1316	9	C	1	Middle East & North Africa	0.375	0.0	0	0.2285	0.48
1317	10	C	1	Middle East & North Africa	0.3	0.15	0	0.2285	0.2257
1318	11	C	1	Middle East & North Africa	0.33	0.15	0	0.2285	0.6454000000000001
1319	12	C	1	Middle East & North Africa	0.33	0.325	0	0.2285	0.4863
1320	13	C	1	Middle East & North Africa	0.3	0.325	0	0.2285	0.4174
1321	14	C	1	Middle East & North Africa	0.33	0.34	0	0.2285	0.762
1322	15	C	1	Middle East & North Africa	0.34	0.34	0	0.2285	0.95
1323	16	C	1	Middle East & North Africa	0.33	0.3	0	0.4	0.84
1324	17	C	1	Middle East & North Africa	0.33	0.0	0	0.4	0.4684545
1325	18	C	1	Middle East & North Africa	0.29	0.0	0	0.4	0.63
1326	19	C	1	Middle East & North Africa	0.29	0.0	0	0.4	0.6002000000000001
1327	20	C	1	Middle East & North Africa	0.26	0.0	0	0.4	0.7609999999999999
1335	15	C	1	Middle East & North Africa	0.25	0.0	0	0.30467	0.59
1336	16	C	1	Middle East & North Africa	0.25	0.0	0	0.5333	0.01
1337	17	C	1	Middle East & North Africa	0.25	0.0	0	0.5333	0.654
1338	18	C	1	Middle East & North Africa	0.25	0.0	0	0.5333	0.55
1339	19	C	1	Middle East & North Africa	0.25	0.0	0	0.5333	0.55
1340	20	C	1	Middle East & North Africa	0.25	0.0	0	0.5333	0.58
1430	8	B	0	Western Europe	0.35	0.2	1	0.035	2.2523
1448	8	B	0	Latin America	0.45	0.4	1	0.1	0.15
1449	9	B	0	Latin America	0.45	0.4	0	0.1	0.15
1450	10	B	0	Latin America	0.45	0.4	0	0.1	0.1
1451	11	B	0	Latin America	0.45	0.4	0	0.12	0.1
1452	12	B	0	Latin America	0.45	0.4	0	0.12	0.05
1453	13	B	0	Latin America	0.45	0.4	0	0.07	0.05
1454	14	B	0	Latin America	0.45	0.4	0	0.08	0.1
1455	15	B	0	Latin America	0.45	0.4	0	0.03	0.2
1456	16	B	0	Latin America	0.48	0.4	0	0.03	0.25
1457	17	B	0	Latin America	0.48	0.4	0	0.03	0.2
1458	18	B	0	Latin America	0.48	0.4	0	0.03	0.2
1459	19	B	0	Latin America	0.48	0.4	0	0.03	0.2
1460	20	B	0	Latin America	0.475	0.4	1	0.03	0.25
1463	8	B	0	Latin America	0.3	0.1	1	0.1	0.05
1510	8	C	1	Western Europe	0.34	0.0	0	0.0225	0.45
1511	9	C	1	Western Europe	0.34	0.0	0	0.0225	0.48
1512	10	C	1	Western Europe	0.35	0.0	0	0.0225	0.12
1513	11	C	1	Western Europe	0.35	0.0	0	0.027000000000000003	0.22
1514	12	C	1	Western Europe	0.35	0.0	0	0.027000000000000003	0.45
1515	13	C	1	Western Europe	0.35	0.0	0	0.012	0.4
1516	14	C	1	Western Europe	0.35	0.0	1	0.012	0.4
1517	15	C	1	Western Europe	0.35	0.0	1	0.012	0.4
1542	8	B	0	Western Europe	0.27	0.25	0	0.17550000000000002	0.9
1548	8	B	0	Western Europe	0.17	0.0	0	0.35	0.2
1654	9	C	1	Latin America	0.35	0.35	0	0.2	0.3
1656	11	C	1	Latin America	0.35	0.35	0	0.2	0.4
1657	12	C	1	Latin America	0.35	0.35	0	0.2	0.6
1658	13	C	1	Latin America	0.35	0.35	0	0.16	0.05
1659	14	C	1	Latin America	0.35	0.35	0	0.16	0.1
1660	15	C	1	Latin America	0.35	0.35	0	0.16	0.5
1661	16	C	1	Latin America	0.35	0.35	0	0.16	1.3833000000000002
1662	17	C	1	Latin America	0.35	0.35	0	0.12	3.2479
1663	18	C	1	Latin America	0.35	0.35	0	0.12	0.35
1664	19	C	1	Latin America	0.35	0.35	0	0.12	0.35
1665	20	C	1	Latin America	0.35	0.35	0	0.12	0.25
1678	8	B	0	North America	0.307	0.35	1	0.11	0.15
1690	8	B	0	North America	0.457	0.35	0	0.11	0.35
1691	9	B	0	North America	0.45	0.35	1	0.016	0.35
1692	10	B	0	North America	0.45	0.35	1	0.04	0.3
1693	11	B	0	North America	0.45	0.35	1	0.03	0.15
1694	12	B	0	North America	0.45	0.35	1	0.03	0.2
1695	13	B	0	North America	0.45	0.35	1	0.03	0.2
1696	14	B	0	North America	0.45	0.35	1	0.03	0.25
1697	15	B	0	North America	0.45	0.35	1	0.03	0.25
1698	16	B	0	North America	0.45	0.35	1	0.03	0.4
1699	20	B	0	North America	0.45	0.35	1	0.025	0.35
1706	12	B	0	North America	0.43	0.35	1	0.03	0.05
1707	13	B	0	North America	0.43	0.35	1	0.03	0.05
1709	15	B	0	North America	0.43	0.35	1	0.03	0.0227
1714	8	B	0	North America	0.457	0.35	1	0.11	0.17
1715	9	B	0	North America	0.45	0.35	1	0.016	0.45
1716	10	B	0	North America	0.45	0.35	1	0.04	0.35
1717	11	B	0	North America	0.45	0.35	1	0.03	0.35
1718	12	B	0	North America	0.45	0.35	1	0.03	0.55
1719	13	B	0	North America	0.45	0.35	1	0.03	0.35
1720	14	B	0	North America	0.45	0.35	1	0.03	0.35
1721	15	B	0	North America	0.45	0.35	1	0.03	0.35
1722	16	B	0	North America	0.45	0.35	1	0.03	2.3028999999999997
1723	20	B	0	North America	0.45	0.4	1	0.025	0.35
1726	8	B	0	North America	0.40700000000000003	0.35	1	0.11	0.1
1727	9	B	0	North America	0.4	0.35	1	0.034	0.4
1728	10	B	0	North America	0.4	0.35	1	0.04	0.1
1729	11	B	0	North America	0.4	0.35	1	0.03	0.1
1730	12	B	0	North America	0.4	0.35	1	0.03	0.05
1731	13	B	0	North America	0.4	0.35	1	0.03	0.1
1733	15	B	0	North America	0.43	0.35	1	0.03	0.23199999999999998
1738	8	B	0	North America	0.457	0.35	1	0.11	0.43700000000000006
1739	9	B	0	North America	0.45	0.35	1	0.04	0.4
1740	10	B	0	North America	0.45	0.35	1	0.04	0.4
1741	11	B	0	North America	0.45	0.35	1	0.03	0.5
1742	12	B	0	North America	0.45	0.35	1	0.03	0.4
1743	13	B	0	North America	0.45	0.35	1	0.03	0.35
1744	14	B	0	North America	0.45	0.35	1	0.03	0.35
1745	15	B	0	North America	0.45	0.35	1	0.03	0.35
1746	16	B	0	North America	0.45	0.35	1	0.03	0.35
1747	20	B	0	North America	0.45	0.4	1	0.025	0.35
1751	20	B	0	North America	0.45	0.4	1	0.025	0.35
1793	8	C	1	Asia	0.25	0.0	0	0.21	0.89
1794	9	C	1	Asia	0.25	0.0	0	0.28	0.78
1795	10	C	1	Asia	0.375	0.0	0	0.245	0.085
1796	11	C	1	Asia	0.4	0.0	0	0.147	0.235
1830	8	B	0	Middle East & North Africa	0.275	0.2	1	0.07	0.2
1831	8	B	0	Western Europe	0.4	0.0	1	0.078	0.5
1832	9	B	0	Western Europe	0.4	0.0	1	0.084	0.63
1833	10	B	0	Western Europe	0.32	0.0	1	0.09	0.7
1834	11	B	0	Western Europe	0.28	0.0	1	0.132	0.6
1835	12	B	0	Western Europe	0.28	0.0	1	0.132	0.55
1836	13	B	0	Western Europe	0.28	0.0	1	0.132	0.45
1837	14	B	0	Western Europe	0.28	0.0	1	0.132	0.493
1838	15	B	0	Western Europe	0.28	0.0	1	0.132	0.578
1839	16	B	0	Western Europe	0.28	0.0	1	0.132	0.598
1840	17	B	0	Western Europe	0.3	0.0	1	0.126	0.7
1841	18	B	0	Western Europe	0.3	0.0	1	0.126	0.57
1842	19	B	0	Western Europe	0.3	0.0	1	0.126	0.57
1843	20	B	0	Western Europe	0.3	0.0	1	0.11699999999999999	0.52
1849	8	B	0	Western Europe	0.4	0.0	1	0.078	0.55
1850	9	B	0	Western Europe	0.4	0.0	1	0.084	0.8
